KOD_MASCO,SECTION_1D,DESCRIPTION_ENGLISH,DESCRIPTION_MALAY
711904,7,Tukang Menara,Steeplejack 
712101,7,Pemasang Bumbung,Roofer
712102,7,"Pemasang Bumbung, Jerami","Roofer, Thatch"
712103,7,"Pemasang Bumbung, Asfalt","Roofer, Asphalt"
712104,7,"Pemasang Bumbung, Asbestos","Roofer, Asbestos"
712105,7,"Pemasang Bumbung, Genting","Roofer, Slate"
712106,7,"Pemasang Bumbung, Zink","Roofer, Zink"
712107,7,Pemasang Atap Pelindung,"Installer, Awning"
712108,7,Pemasang Siling,"Installer, Ceiling"
712109,7,"Pemasang Bumbung, Rencaman","Roofer, Odd Job"
712201,7,Pemasang Jubin,"Installer, Tile"
712202,7,Pengatur Jubin,Tile Setter
712203,7,Pengatur Marmar,Marble Setter
712204,7,Pemasang Parket,Parquetry Worker
712205,7,Pemotong-Pengatur Mozek,"Cutter-Setter, Mosaic"
712206,7,Penerap Jubin,Tile Layer
712207,7,Pemotong Marmar,Marble Cutter
712208,7,Penggilap Marmar,Marble Polisher
712301,7,Tukang Plaster,Plasterer
712302,7,"Tukang Plaster, Stucco","Plasterer, Stucco"
712303,7,"Tukang Plaster, Gentian","Plasterer, Fibrous"
712304,7,"Tukang Plaster, Hiasan","Plasterer, Ornamental"
712305,7,"Tukang Plaster, Pepejal","Plasterer, Solid"
712401,7,Tukang Penebat,Insulation Worker
712402,7,"Tukang Penebat, Bangunan","Insulation Worker, Building"
712403,7,"Tukang Penebat, Dandang","Insulation Worker, Boiler"
712404,7,"Tukang Penebat, Paip","Insulation Worker, Pipe"
712405,7,"Tukang Penebat, Bunyi","Insulation Worker, Acoustical"
712406,7,"Tukang Penebat, Peralatan Penyejukan","Insulation Worker, Refrigeration Equipment"
712407,7,"Tukang Penebat, Peralatan Penghawa Dingin","Insulation Worker, Air-Conditioning Equipment"
712408,7,"Tukang Penebat, Kalis Bunyi","Insulation Worker, Sound-Proofing"
712409,7,Pemasang Penebat,Insulation Installer
712501,7,Tukang Kaca,Glazier
712502,7,"Tukang Kaca, Bangunan","Glazier, Building"
712503,7,"Tukang Kaca, Kenderaan","Glazier, Vehicle"
712504,7,"Tukang Kaca, Plumbum","Glazier, Leaded-Glass"
712505,7,"Tukang Kaca, Paten Bumbung","Glazier, Patent Roofing"
712506,7,"Tukang Kaca, Plat","Glazier, Plate-Glass"
712507,7,"Tukang Kaca, Bumbung","Glazier, Roofing"
712601,7,Tukang Paip,Plumber
712602,7,Jurugegas Paip,Pipe Fitter
712603,7,Jurugegas Tiub Paip Pesawat,"Pipe Tube Fitter, Aircraft"
712604,7,"Jurugegas Paip, Bekalan Air","Pipe Fitter, Water Supply"
712605,7,"Jurugegas Paip, Kumbahan","Pipe Fitter, Sewerage"
712606,7,"Jurugegas Paip, Marin","Pipe Fitter, Marine"
712607,7,"Jurugegas Paip, Pengalihudaran","Pipe Fitter, Ventilation"
712608,7,Penggali Telaga,Well Digger
712609,7,Jurugegas,Fitter
712610,7,Tukang Pasang Paip,Pipe Layer
712611,7,Tukang Boring Air,"Craftman, Water Boring"
712701,7,Mekanik Kelengkapan Penyejukan,Refrigeration Equipment Mechanic
712702,7,Mekanik Kelengkapan Penyaman Udara,Air-Conditioning Equipment Mechanic
713101,7,Tukang Cat,Painter
713102,7,"Tukang Cat, Kaca","Painter, Glass"
713103,7,"Tukang Cat, Seramik","Painter, Ceramics"
713104,7,"Tukang Cat, Bangunan","Painter, Building"
713105,7,"Tukang Cat, Struktur Keluli","Painter, Structural Steel"
713106,7,Pemasang Kertas Dinding,Wall Paperhanger
713107,7,"Tukang Cat, Barangan Buatan Kilang","Painter, Manufactured Articles"
713108,7,"Tukang Cat, Logam","Painter, Metal"
713109,7,Pengecat Papan Tanda,Signpainter
713110,7,"Tukang Cat, Badan Kapal","Painter, Ship's Hull"
713111,7,Pengecat Salutan Serbuk,Powder Coating Painter
713201,7,Penyembur Cat,Spray-Painter
713202,7,"Penyembur Cat, Logam","Spray-Painter, Metal"
713203,7,"Penyembur Cat, Kenderaan","Spray-Painter, Vehicles"
713204,7,Penyembur Varnis,Varnisher
713205,7,"Penyembur Varnis, Barangan Buatan Kilang","Varnisher, Manufactured Articles"
713206,7,"Penyembur Varnis, Logam","Varnisher, Metal"
713207,7,"Penyembur Varnis, Kayu","Varnisher, Wood"
713208,7,"Penyembur Varnis, Rotan","Varnisher, Rattan"
713301,7,Pencuci Luar Bangunan,"Cleaner, Building Exteriors"
713302,7,Pembagas Pasir (luar bangunan),Sandblaster (building exterior)
713303,7,Penyapu Cerobong Asap,Chimney Sweeper
721101,7,Pembuat Acuan,Mould Maker
721102,7,Pembaik Acuan Foundri,"Mould Repairer, Foundry"
721103,7,Pembuat Acuan Lantai Foundri,"Moulder, Floor, Foundry"
721104,7,Pembuat Acuan Logam,"Moulder, Metal"
721105,7,Pembuat Acuan Lubang Foundri,"Moulder, Pit Foundry"
721106,7,Pembuat Teras,Coremaker
721107,7,Pembuat Teras Logam,"Coremaker, Metal"
721108,7,Pemeriksa Teras Foundri,"Core Checker, Foundry"
721109,7,Tukang Acuan,Moulder
721110,7,Jurufoundri,Foundryman
721201,7,Jurukimpal,Welder
721202,7,Pemotong Besi,Flame Cutter
721203,7,Fomen Pengimpal,"Foreman, Welder"
721204,7,Tukang Penunu Plumbum,Plumbum Burner
721205,7,Jurukimpal Arka Tungsten Gas,Gas Tungsten Arc Welder
721206,7,Jurukimpal Bawah Laut,Underwater Welder
721207,7,Tukang Loyang,Brazier
721208,7,Pengimpal Logam,Metal Welder
721209,7,Jurukimpal Paip Gas,Gas Pipe Welder
721210,7,Pengimpal Fabrikator,Fabricator Welder
721301,7,Pekerja Kepingan Logam,Sheet Metal Worker
721302,7,Tukang Tembaga,Coppersmith
721303,7,Pembuat Dandang,Boilermaker
721304,7,Tukang Tebuk,Borer
721305,7,Pekerja Kepingan Logam Kenderaan,"Sheet Metal Worker, Vehicle"
721306,7,Pekerja Kepingan Logam Perhiasan,"Sheet Metal Worker, Ornamental"
721307,7,Pekerja Kepingan Logam Pesawat Udara,"Sheet Metal Worker, Aircraft"
721308,7,Pengetuk Panel Kenderaan,"Panel Beater, Vehicle"
721309,7,Pengetuk Panel Pesawat,"Panel Beater, Aircraft"
721310,7,Tukang Tanda Kepingan Logam,"Marker, Sheet Metal"
721311,7,Tukang Pateri,Tinsmith
721312,7,Pemateri Logam,"Solderer, Metal"
721313,7,Pemateri,Solderer
721401,7,Pekerja Keluli Struktur,Structural Steel Worker
721402,7,Penegak Kerangka Keluli,"Erector, Constructional Steel"
721403,7,Pembuat Plat Kapal,Ship Plater
721404,7,Pekerja Rivet (pasak),Riveter
721405,7,Tukang Tanda Kerangka Logam,"Marker, Structural Metal"
721406,7,Serimala Kapal Logam,"Shipwright, Metal"
721407,7,Penegak Kerangka Logam,"Erector, Structural Metal"
721408,7,Penyedia Kerangka Logam,"Preparer, Structural Metal"
721409,7,Jurugegas Badan Kapal,Ship Hull Fitter
721501,7,Jurutali,Rigger
721502,7,Jurutali Peralatan Angkat,"Rigger, Hoisting Equipment"
721503,7,"Jurutali Peralatan Angkat, Pembinaan","Rigger, Hoisting Equipment Construction"
721504,7,Jurutali Pembalakan,"Rigger, Logging"
721505,7,Jurutali Kapal,"Rigger, Ship"
721506,7,Jurutali Penggerudian Telaga Petroleum dan Gas,"Rigger, Petroleum and Gas Well Drilling"
721507,7,Penyambung Tali Kabel,"Splicer, Rope and Cable"
721508,7,Jurutali Pesawat Udara,"Rigger, Aircraft"
721509,7,Jurutali Kabel Kereta api,"Rigger, Railway Cable"
722101,7,Tukang Besi,Blacksmith
722102,7,Tukang Tukul,Hammersmith
722103,7,Pekerja Drop-Hammer,"Worker, Drop-Hammer"
722104,7,Pekerja Penempaan Logam,"Worker, Forging Metal"
722105,7,Tukang Perkakas,Toolsmith
722201,7,Pembuat Perkakas Acuan,Tool and Die Maker
722202,7,Pembuat Pola Foundri Logam,"Pattern-Maker, Metal Foundry"
722203,7,Pembuat Jig dan Lekapan,Jig Maker and Fixture
722204,7,Tukang Tanda Logam,"Marker, Metal"
722205,7,Tukang Anak Kunci,Keysmith
722206,7,Tukang Kunci,Locksmith
722207,7,Tukang Senjata Api,Gunsmith
722208,7,Jurugegas Penyelenggaraan Peralatan Statik,Static Equipment Maintenance Fitter
722301,7,Pelaras Mesin Kerja Logam,Metal Working Machine Adjuster
722302,7,Pengendali Mesin Kerja Logam,Metal Working Machine Operator
722303,7,Pengeset Mesin Kerja Logam,Metal Working Machine Setter
722304,7,Pengendali Mesin Boring,Boring Machine Operator
722305,7,Pengeset Alatan Mesin,Machine Tool Setter
722306,7,Pengendali Alatan Mesin,Machine Tool Operator
722307,7,Pengendali Pengeset Alatan Mesin,Machine Tool Setter-Operator
722401,7,Pencanai Logam,Metal Grinder
722402,7,Pengasah Alat Pemotong,Cutting Instruments Sharpener
722403,7,Pengasah Alat Mesin,Machine Tools Sharpener
722404,7,Pembaik Gergaji,Saw Repairer
722405,7,Pengasah Gergaji,Saw Sharpener
722406,7,Tukang Servis Gergaji,Saw Servicer
722407,7,Pencanai Kad Tekstil,Textile Card Grinder
722408,7,Pencanai Aci Engkol,Crankshaft Grinder
722409,7,Penggilap Logam,Metal Polisher
722410,7,Pengemas Logam,Metal Finisher
722411,7,Pencanai Ulir,Thread Grinder
722412,7,Pengasah Pisau,Knife Sharpener
722413,7,Pencanai Alatan,Tool Grinder
723101,7,Mekanik,Mechanic
723102,7,Mekanik Jentolak,Earth-Moving Equipment Mechanic
723103,7,Mekanik Motosikal,Motorcycle Mechanic
723104,7,Mekanik Kenderaan Bermotor,Motor Vehicles Mechanic
723105,7,Mekanik Bengkel,Workshop Mechanic
723106,7,Mekanik Garaj,Garage Mechanic
723107,7,Pekerja Bengkel,Workshop Worker
723108,7,Fomen Kenderaan,Vehicle Foreman
723109,7,Mekanik Automotif,Automotive Mechanic
723110,7,Pembuat Bingkai Badan Kenderaan,Vehicles Body Frame Maker
723111,7,Pemukul Panel Badan Kenderaan,Vehicles Body Panel's Beater
723112,7,Pemasang Sealant,Sealant Installer
723113,7,Pemerinci Kereta,Car Detailer
723114,7,Mekanik Automotif Sistem Perkhidmatan Brek,Automotive Brakes Systems Service Mechanic
723115,7,Jurugegas Diesel (pengangkutan jalan),Diesel Fitter (road transport)
723116,7,Jurugegas Enjin (kereta motor),Engine Fitter (motor vehicle)
723117,7,Mekanik Sistem Enjin dan Minyak Kenderaan Bermotor,Motor Vehicle Engine and Fuel Systems Mechanic
723118,7,Mekanik Mekatronik Kenderaan Bermotor,Motor Vehicle Mechatronics Mechanic
723119,7,Pembaik Kenderaan Bermotor,Motor Vehicle Repairer
723120,7,Mekanik Enjil Kecil,Small Engine Mechanic
723121,7,Ketua Mekanik,"Chief, Mechanic"
723122,7,Mekanik Penyelenggaraan Kereta Elektrik,Electric Car Maintenance Mechanic
723123,7,Mekanik Penyelenggaraan Kenderaan Gas Asli,Natural Gas Vehicle Maintenance Mechanic
723124,7,Mekanik Penyelenggaraan Kenderaan Bahan Api,Fuel Cell Vehicle Maintenance Mechanic
723125,7,Kru Pit ,Pit Crew 
723201,7,Mekanik Enjin Pesawat,Aircraft Engine Mechanic
723202,7,Jurugegas Enjin Pesawat,Aircraft Engine Fitter
723203,7,Mekanik Perkhidmatan Pesawat,Aircraft Maintenance Engineer (Airframes) Mechanic
723204,7,Mekanik Helikopter,Helicopter Mechanic
723205,7,Mekanik Penyelenggaraan Pesawat (Kerangka Pesawat Udara),Aircraft Maintenance Engineer (Engines) Mechanic
723206,7,Mekanik Penyelenggaraan Pesawat (Enjin),Aircraft Maintenance Mechanic (Engines)
723207,7,Mekanik Pesawat,Aircraft Mechanic
723208,7,Mekanik Loji Kuasa dan Kerangka Pesawat Udara,Airframe and Power Plant Mechanic
723209,7,Mekanik Kerangka Pesawat Udara,Airframe Mechanic
723210,7,Mekanik Enjin Jet,Jet Engine Mechanic
723211,7,Mekanik Sistem Pneudraulik (Pesawat),Pneudraulic Systems Mechanic (Aircraft)
723212,7,Mekanik Loji Kuasa (Pesawat),Powerplant Mechanic (Aircraft)
723213,7,Mekanik Komponen Enjin Roket,Rocket Engine Component Mechanic
723301,7,Mekanik Jentera,Machinery Mechanic
723302,7,Mekanik Jentera Perlombongan,Mining Machinery Mechanic
723303,7,Mekanik Alat Mesin,"Mechanic, Machine-Tool"
723304,7,Mekanik Jentera Perindustrian,"Mechanic, Industrial Machinery"
723305,7,Mekanik Penyelenggaraan Loji,"Mechanic, Plant Maintenance"
723306,7,Pekerja Sapu Minyak dan Gris,Oiler and Greaser
723307,7,Mekanik Jentera Pembinaan,Construction Machinery Mechanic
723308,7,Pembaik Jentera Pembinaan,Construction Machinery Repairer
723309,7,Pembaik Jentera Ladang,Farm Machinery Repairer
723310,7,Jurugegas Jentera Perlombongan,Mining Machinery Fitter
723311,7,Pembaik Jentera Perlombongan,Mining Machinery Repairer
723312,7,Jurugegas Enjin Pegun,Stationary Engine Fitter
723313,7,Pembaik Enjin Pegun,Stationary Engine Repairer
723314,7,Jurumesin Industri,Industrial Machinist
723315,7,Jurumesin CNC (Kawalan Berangka Komputer),CNC Machinist (Computer Numerical Control)
723316,7,Penuras Jentera,"Filter, Machinery"
723401,7,Pembaik Basikal,Bicycle Repairer
723402,7,Pembaik Beca,Trishaw Repairer
723403,7,Pembaik Kincir,Reel Repairer
723404,7,Mekanik Basikal,Bicycle Mechanic
723405,7,Pembaik Kereta Bayi,Perambulator Repairer
723406,7,Pembaik Kerusi Roda,Wheelchair Repairer
723901,7,Mekanik Enjin Marin,Marine Engine Mechanic
723902,7,Mekanik Kapal,Ship Mechanic
723903,7,Jurugegas Enjin Kereta api,Train Engine Fitter
723904,7,Pembaik Enjin Kereta api,Train Engine Repairer
723905,7,Pembantu Pemeriksa Kilang dan Jentera Gred J19,Factory and Machinery Inspector Assistant Grade J19
723906,7,Pembantu Mekanik,Assistant Mechanic
731101,7,Pembuat Instrumen Jitu,Precision Instrument Maker
731102,7,Pembuat Instrumen Pembedahan,Scientific Instrument  Maker
731103,7,Pembuat Instrumen Saintifik,Surgical Instrument  Maker
731104,7,Pembuat Peralatan Fotografi,Photographic Equipment Maker
731105,7,Pembuat Prostesis Pergigian,Dental Prosthesis Maker
731106,7,Pembuat Peralatan Ortopedik,Orthopedic Appliance Maker
731107,7,Pembuat Jam,Watches and Clock Maker
731108,7,Pembuat Instrumen Optik,Optical Instrument Maker
731109,7,Pembuat Alat Imbangan,Balancing Maker
731110,7,Pembuat Barometer,Barometer Maker
731111,7,Pembuat Instrumen Meteorologi,Meteorological Instrument Maker
731112,7,Pembuat Instrumen Nautika,Nautical Instrument Maker
731113,7,Pembaik Prostesis Pergigian,Dental Prosthesis Repairer
731114,7,Pembaik Peralatan Ortopedik,Orthopedic Appliance Repairer
731115,7,Pembaik Jam,Watch and Clock Repairer
731116,7,Pembaik Instrumen Optik,Optical Instrument Repairer
731117,7,Pembaik Alat Imbangan,Balancing Machine Repairer
731201,7,Pembuat Peralatan Muzik,Musical Instrument Maker
731202,7,Penala Peralatan Muzik,Musical Instrument Tuner
731203,7,Pembuat Peralatan Muzik Bertali,Stringed-Musical Instrument Maker
731204,7,Pembuat Piano,Piano Maker
731205,7,Pembuat Dram,Drum Maker
731206,7,Pembuat Peralatan Muzik Tiup,Wood-Wind Musical Instrument Maker
731207,7,Pelarik Peralatan Muzik,"Turner, Musical Instrument"
731301,7,Tukang Barang Kemas,Jeweller
731302,7,Tukang Emas,Goldsmith
731303,7,Tukang Perak,Silversmith
731304,7,Tukang Pewter,Pewtersmith
731305,7,Pembaik Barang Kemas,Jewellery Repairer
731306,7,Penggred Emas,Gold Grader
731307,7,Pemotong Permata,Gem Slicer
731308,7,Pengatur Permata,Gem Setter
731309,7,Penggelek Logam Berharga,Precious Metal Roller
731310,7,Pengukir Barang Kemas,Jewellery Engraver
731311,7,Penggilap Permata,Gem Polisher
731312,7,Penyadur Enamel Barang Kemas,Jewellery Enameller
731313,7,Pekerja Penggelek Emas,Gold Rolling Mill Worker
731401,7,Tukang Tembikar,Potter
731402,7,Penekan Acuan Bata dan Jubin,"Presser, Brick and Tile"
731403,7,Pembentuk Tembikar dan Porselin,"Modeller, Pottery and Porcelain"
731404,7,Penuang Tembikar dan Porselin,"Caster, Pottery and Porcelain"
731405,7,Pelarik Tembikar dan Porselin,"Turner, Pottery and Porcelain"
731406,7,Pelempar Alin Tembikar dan Porselin,"Thrower, Pottery and Porcelain"
731407,7,Pembuat Acuan Tembikar dan Porselin,"Maker, Pottery and Porcelain Mould"
731408,7,Penekan Tembikar dan Porselin,"Presser, Pottery and Porcelain"
731409,7,Pengendali Mesin Jig Tembikar dan Porselin,"Jiggerer, Pottery and Porcelain"
731501,7,Pembengkok Kaca,Glass Bender
731502,7,Peniup Kaca,Glass Blower
731503,7,Pemotong Kaca,Glass Cutter
731504,7,Pemotong Kaca Optik,Optical Glass Cutter
731505,7,Penggilap Kaca,Glass Polisher
731506,7,Pencanai Kaca,Glass Grinder
731507,7,Pembuat Acuan Kanta Kaca,Glass Lens Moulder
731508,7,Pengemas Kaca,Glass Finisher
731509,7,Pembikin Kerangka Kaca,Glass Frame Fabricator
731601,7,Penggores,Etcher
731602,7,Pengukir,Engraver
731603,7,Pembagas Pasir Kaca,"Sandblaster, Glass"
731604,7,Pencelup Seramik,Ceramics Dipper
731605,7,"Penyadur Enamel, Kaca",Enameller
731606,7,"Penyadur Perak, Cermin","Silverer, Mirror"
731607,7,Pembuat Alat Elektrotaip,Electrotyper
731608,7,Pembuat Alat Stereotaip,Stereotyper
731609,7,"Penghala, Plat Pencetak","Router, Printing Plate"
731610,7,Pelukis Hiasan,Decorative Painter
731611,7,Penulis Papan Tanda,Sign-writer
731612,7,Pengukir Kaca,"Engraver, Glass"
731701,7,Penganyam Tikar,Mat Weaver
731702,7,"Pekerja Kraftangan, Barangan Kayu","Handicraft Worker, Wooden Articles"
731703,7,Pembuat Bakul,Basket Maker
731704,7,Pembuat Penyapu,Broom Maker
731705,7,"Pekerja Kraftangan, Tenunan Buluh","Handicraft Worker, Reed Weaving"
731706,7,"Pekerja Kraftangan, Barangan Batu","Handicraft Worker, Stone Articles"
731707,7,Pembuat Berus,Brush Maker
731708,7,Pembuat Perabot Rotan,Rattan Furniture  Maker
731709,7,Pembuat Anyaman Rotan,Wicker Maker
731710,7,Pengajar Pemintal,"Instructor, Spinner"
731801,7,Penganyam Songket,"Weaver, Songket"
731802,7,Pencanting Batik,Batik Painter
731803,7,Pembuat Barangan Kulit,"Maker, Leather Goods"
731804,7,"Pekerja Kraftangan, Karpet","Handicraft Worker, Carpets"
731805,7,"Pekerja Kraftangan, Barangan Kulit","Handicraft Worker, Leather"
731806,7,"Pekerja Kraftangan, Tekstil","Handicraft Worker, Textiles"
731807,7,Penyikat Gentian Tekstil,Textile Fibre Comber
731808,7,Perayau Gentian Tekstil,Textile Fibre Rover
731809,7,Perajut,Knitter
731810,7,Pemutar Benang dan Yarn,Thread and Yarn Spinner
731811,7,Penenun Karpet,Carpet Weaver
731901,7,Pembuat Lencana,Batch Maker
731902,7,Pekerja Tukangan,Craftsman
731903,7,Pembuat Mainan Logam,Metal Toymaker
731904,7,Pembuat Aksesori,Accessories Maker
731905,7,Pekerja Kraftangan,Handicraft Worker
732101,7,Pengatur Huruf,Compositor
732102,7,Pembuat Plat Braille,Braille Plate Maker
732103,7,Pengatur Taip,Typesetter
732104,7,Pekerja Kelengkapan Penerbitan Desktop,Desktop Publishing Equipment Worker
732105,7,Pekerja Penekan Garisan,Press Line Worker
732106,7,Pekerja Talian Rentas,Profiling Line Worker
732107,7,Pembuat Skrin,Screen Maker
732108,7,Juruteknik Pra-Penekan Elektronik,Electronic Pre-Press Technician
732109,7,Pembuat Plat (Pencetakan),Plat Maker (Printing)
732201,7,Pencetak,Printer
732202,7,Pencetak Tekstil,Textile Printer
732203,7,Pencetak Blok,Block Printer
732204,7,Operator Penekan Pencetakan Timbul,"Press-Operator, Embossing"
732205,7,Penyurih Corak Tekstil,"Tracer, Textile Design"
732206,7,Operator Penekan Digital,Digital Press Operator
732207,7,Pengendali Feeder (Pencetakan),Feeder Operator (Printing)
732208,7,Operator Penekan Flexographic,Flexographic Press-Operator
732209,7,Operator Penekan Gravure,Gravure Press-Operator
732210,7,Pencetak Skrin,Screen Printer
732211,7,Operator Penekan Pencetakan Skrin,Screen Printing Press-Operator
732212,7,Operator Penekan Web,Web Press-Operator
732213,7,"Operator Mesin, Penekan Cetak Silinder","Printing Press-Operator, Cylinder"
732214,7,"Operator Mesin, Penekan Cetak Ofset","Printing Press-Operator,  Offset"
732215,7,"Operator Mesin, Penekan Cetak Putar","Printing Press-Operator, Rotary"
732216,7,"Operator Mesin, Penekan Cetak Rotogravure","Printing Press-Operator, Rotogravure"
732217,7,"Operator Mesin, Penekan Cetak Litografi Langsung","Printing Press-Operator, Direct Lithographic"
732218,7,"Operator Mesin, Penekan Cetak Kertas Dinding","Printing Press-Operator, Wallpaper"
732219,7,Pencetak Kertas Dinding,"Printer, Wallpaper"
732220,7,Operator Pencetakan,Printing Operator
732221,7,Pembantu Pencetakan,Assistant Printing
732301,7,Penjilid Buku,Bookbinder
732302,7,Pemotong Kertas,Paper Cutter
732303,7,Pelekap Peta dan Carta,Map and Chart Mounter
732304,7,Pencetak Timbul Buku,Book Embosser
732305,7,Pekerja Kemasan Akhir Buku,Book Finisher
732306,7,"Operator, Collator",Collator Operator
732307,7,Operator Pemotong,Cutter Operator
732308,7,Operator Foil Stamp,Foil Stamp Operator
732309,7,Operator Folder,Folder Operator
732310,7,Operator Pelbagai Jilid,Multibinder Operator
732311,7,Operator Perfect Binding,Perfect Binding Operator
732312,7,Operator Saddle Stitch,Saddle Stitch Operator
732313,7,"Operator Mesin, Penjilidan Buku","Machine Operator, Bookbinding"
732314,7,"Operator Mesin, Ukir Timbul Buku","Machine Operator, Embossing Book"
732401,7,Pengukir Pencetakan Plat Logam,"Engraver, Printing Metal Plate"
732402,7,Penggores Pencetakan Plat Logam,"Etcher, Printing Metal Plate"
732403,7,Pengukir Pencetakan Batu Litografi,"Engraver, Printing Lithographic Stone"
732404,7,Pengukir Foto,Photo-Engraver
732405,7,Pekerja Bilik Gelap,"Worker, Darkroom"
732406,7,Pencuci Filem Warna dan Hitam Putih,"Developer, Film Color and Black and White"
732407,7,Pencuci Filem X-Ray,"Developer, Film X-Ray"
741101,7,Juruelektrik Bangunan,"Electrician, Building"
741102,7,Juruelektrik Pembinaan,"Electrician, Construction"
741103,7,Juruelektrik,Electrician
741201,7,Penjaga Jentera Elektrik Gred J19,Chargeman Grade J19
741202,7,Penjaga Jentera Elektrik Gred 11,Chargeman Grade 11
741203,7,Penjaga Jentera  Sekatan Voltan Tinggi,High Voltage Restriction Chargeman
741204,7,Jurugegas Elektrik,Electrical Fitter
741205,7,Jurugegas Elektrik Lif,Electrical Lift Fitter
741206,7,Pendawai,Wireman
741207,7,Pembaik Pulih Elektrik Peralatan Rumah,"Electrical Repairman, Household Appliance"
741208,7,Fomen Elektrik,"Foreman, Electrical"
741209,7,Fomen Penyelenggaraan,"Foreman, Maintenance"
741210,7,Penjana Generator Elektrik,Electrical Generator Operator
741211,7,Jurugegas Elektrik Jentera Pejabat,Electrical Office-Machinery Fitter
741212,7,Jurugegas Elektrik Motor dan Dinamo,Electrical Motors and Dynamos Fitter
741213,7,Jurugegas Penyelenggaraan,Maintenance Fitter
741214,7,Juruelektrik Kapal,"Electrician, Ship"
741215,7,Juruelektrik Kenderaan,"Electrician, Vehicle"
741216,7,Juruelektrik Pesawat,"Electrician, Aircraft"
741217,7,Juruelektrik Pentas dan Studio,"Electrician, Stage and Studio"
741218,7,Mekanik Lif,Lift Mechanic
741219,7,Mekanik Elektrik,Electrical Mechanics
741220,7,Jurugegas Generator Elektrik,Electrical Generator Fitter
741221,7,Penjaga Jentera Elektrik,Chargeman
741222,7,Penjaga Jentera Elektrik Gred P4,Chargeman Grade P4
741223,7,Penjaga Jentera Elektrik AO,AO Chargeman
741224,7,Penjaga Jentera Elektrik BO,BO Chargeman
741225,7,Pendawai Elektrik,Electrical Wireman
741226,7,Penjaga Jentera Elektrik Gred J26,Chargeman Grade J26
741301,7,Pemasang Talian Kuasa Elektrik,Electrical Power Line Worker
741302,7,Pekerja Talian Kabel,Cable Line Worker
741303,7,Penyambung Kabel Elektrik,Electric Cable Jointer
741304,7,Pemasang Kabel Bawah Tanah,"Installer, Underground Cable"
741305,7,Pemasang Kabel Bawah Laut,"Installer, Underwater Cable"
741306,7,Pekerja Sistem Pembaik,Rectifier System Worker
741307,7,Juruelektrik Penyelenggaraan,"Electrician, Maintenance"
741308,7,Pemasang Pemanas dan Penyelenggaraan Terma Solar,Solar Thermal Installation and Maintenance Installer
741309,7,Pemasang Penyelenggaraan dan Pemasangan Photovoltaic Solar,Solar Photovoltaic Installation and Maintenance Installer
741310,7,Pemasang Penyelenggaraan dan Pemasangan Air Panas Solar,Solar Hotwater Installation And Maintenance Installer
741311,7,Pemasang Penyelenggaraan dan Pemasangan Biomas,Biomass Installation and Maintenance Installer
741312,7,Pemasang Penyelenggaraan dan Pemasangan Hydro,Hydro Installation and Maintenance Installer
742101,7,Jurugegas Elektronik,"Fitter, Electronics"
742102,7,Pembaik Elektronik,"Repairer, Electronics"
742103,7,"Jurugegas Elektronik, Kelengkapan Perindustrian","Fitter, Electronics Industrial Equipment"
742104,7,"Jurugegas Elektronik, Kelengkapan Meteorologi","Fitter, Electronics Meteorological Equipment"
742105,7,Mekanik Kelengkapan Elektronik,"Mechanic, Electronic Instrument"
742201,7,Pemasang Wayar Telefon,Telephone Wireman
742202,7,Pemasang Telefon dan Telegraf,Telephone and Telegraph Installer
742203,7,Mekanik Telefon dan Telegraf,Telephone and Telegraph Mechanic
742204,7,Penservis Telefon dan Telegraf,Telephone and Telegraph Servicer
742205,7,Pekerja Sokongan Teknologi Maklumat,Information Technology Support Worker
742206,7,Pekerja Kabel Data dan Telekomukasi,Data and Telecommunications Cabler
742207,7,Jurugegas Peralatan Komputer,Computer Equipment Fitter
742208,7,Jurugegas Elektronik Peralatan Radio Televisyen,"Fitter, Electronics Radio Television Equipment"
742209,7,Jurugegas Elektronik Peralatan Video,"Fitter, Electronics Video and Radar Equipment"
742210,7,Jurugegas Elektronik Peralatan Radar,"Fitter, Electronics Radar Equipment"
742211,7,Jurugegas Elektronik Komputer,"Fitter, Electronics Computer"
742212,7,Operator Rangkaian,"Operator, Network"
742213,7,Operator Peralatan Tanpa Wayar,"Operator, Wireless Equipment"
742214,7,Operator Komputer Gred 14,Computer Operator Grade 14
751101,7,Penyembelih,Slaughterer
751102,7,Pemotong Daging,Chipper Meat
751103,7,Penghiris Daging,Meat Slicer
751104,7,Pembuat Sosej,Sausage Maker
751105,7,Pengawet Daging,Meat Curer
751106,7,Penggaram Ikan,Fish Salter
751107,7,Penjeruk Ikan,Fish Pickler
751108,7,Pemfilet Ikan,Fish Filleter
751109,7,Pembersih Sarang Burung,Bird's Nest Cleaner
751110,7,"Pemeriksa Halal, Rumah Sembelihan","Halal Checker, Slaughterhouse"
751111,7,"Penyembelih Halal, Rumah Sembelihan","Halal Slaughterer, Slaughterhouse"
751201,7,Pembuat Roti,Baker
751202,7,Pembuat Pastri,Pastry Baker
751203,7,Pembuat Konfeksi,Confectionary Maker
751204,7,Pembuat Coklat,Chocolate Maker
751205,7,Pembuat Yis,Yeast Maker
751206,7,Pembuat Mee,Noodle Maker
751207,7,Pembuat Pasta,Pasta Maker
751208,7,Pembuat Gula-Gula Getah,"Maker, Chewing-Gum"
751209,7,Pembantu Bakeri,Bakery Assistant
